tic,source,class
229956027,training_set_em1,DSCT_BCEP
229960986,training_set_em1,CONTACT_ROT
229962923,tessv2,RRLYR_CEPH
229969274,added_myself,ECLIPSE
229970313,training_set_em1,DSCT_BCEP
229971430,training_set_em1,DSCT_BCEP
229975356,training_set_em1,GDOR_SPB
229979957,training_set_em1,GDOR_SPB
229997756,added_myself,CONTACT_ROT
230001632,training_set_em1,DSCT_BCEP
230002067,added_myself,INSTRUMENT/JUNK
230002837,added_myself,ECLIPSE
230014336,added_myself,SOLARLIKE
230016910,training_set_em1,GDOR_SPB
230019797,training_set_em1,GDOR_SPB
230021080,training_set_em1,GDOR_SPB
230021409,training_set_em1,DSCT_BCEP
230028622,training_set_em1,DSCT_BCEP
230052602,training_set_em1,DSCT_BCEP
230069429,added_myself,INSTRUMENT/JUNK
230072004,training_set_em1,DSCT_BCEP
230072913,added_myself,SOLARLIKE
230077219,training_set_em1,DSCT_BCEP
230078476,added_myself,SOLARLIKE
230078492,added_myself,INSTRUMENT/JUNK
230079674,added_myself,CONTACT_ROT
230091782,training_set_em1,GDOR_SPB
230113119,training_set_em1,GDOR_SPB
230117380,training_set_em1,DSCT_BCEP
230120156,training_set_em1,DSCT_BCEP
230120592,added_myself,CONTACT_ROT
230123328,training_set_em1,DSCT_BCEP
230128386,training_set_em1,GDOR_SPB
230130277,training_set_em1,DSCT_BCEP
230131487,tessv2,RRLYR_CEPH
230136491,training_set_em1,DSCT_BCEP
230377217,training_set_em1,DSCT_BCEP
230377477,added_myself,INSTRUMENT/JUNK
230377603,training_set_em1,DSCT_BCEP
230378147,added_myself,INSTRUMENT/JUNK
230379163,training_set_em1,DSCT_BCEP
230380176,training_set_em1,GDOR_SPB
230383836,training_set_em1,GDOR_SPB
230386465,added_myself,SOLARLIKE
230387671,training_set_em1,DSCT_BCEP
230389573,training_set_em1,GDOR_SPB
230390644,training_set_em1,GDOR_SPB
230391157,training_set_em1,DSCT_BCEP
230391862,training_set_em1,GDOR_SPB
230396669,training_set_em1,DSCT_BCEP
230404336,added_myself,ECLIPSE
230446404,added_myself,CONTACT_ROT
230563936,added_myself,DSCT_BCEP
230630299,added_myself,DSCT_BCEP
230665689,added_myself,INSTRUMENT/JUNK
230669450,added_myself,CONTACT_ROT
230673718,added_myself,INSTRUMENT/JUNK
230725527,added_myself,DSCT_BCEP
230777797,added_myself,SOLARLIKE
230786103,added_myself,INSTRUMENT/JUNK
230821217,added_myself,INSTRUMENT/JUNK
230826266,tessv2,RRLYR_CEPH
230839755,added_myself,INSTRUMENT/JUNK
230902933,added_myself,DSCT_BCEP
232523277,added_myself,INSTRUMENT/JUNK
232523409,added_myself,SOLARLIKE
232526179,added_myself,INSTRUMENT/JUNK
232540603,added_myself,INSTRUMENT/JUNK
232541823,added_myself,INSTRUMENT/JUNK
232604221,training_set_em1,DSCT_BCEP
232604837,training_set_em1,GDOR_SPB
232607576,training_set_em1,GDOR_SPB
232608947,training_set_em1,CONTACT_ROT
232610775,training_set_em1,DSCT_BCEP
232620739,training_set_em1,GDOR_SPB
232624089,training_set_em1,GDOR_SPB
232625701,training_set_em1,GDOR_SPB
232627189,added_myself,INSTRUMENT/JUNK
232632979,training_set_em1,GDOR_SPB
232635289,training_set_em1,DSCT_BCEP
232637102,training_set_em1,GDOR_SPB
232637376,training_set_em1,CONTACT_ROT
232637863,training_set_em1,GDOR_SPB
232639428,added_myself,CONTACT_ROT
232641937,added_myself,SOLARLIKE
232645216,training_set_em1,DSCT_BCEP
232672106,training_set_em1,GDOR_SPB
232673709,training_set_em1,GDOR_SPB
232680387,training_set_em1,GDOR_SPB
232681393,training_set_em1,CONTACT_ROT
232681667,training_set_em1,DSCT_BCEP
232713029,added_myself,ECLIPSE
232734231,added_myself,SOLARLIKE
232782812,added_myself,CONTACT_ROT
232791120,added_myself,DSCT_BCEP
232791471,added_myself,SOLARLIKE
232826709,added_myself,SOLARLIKE
232850277,added_myself,DSCT_BCEP
232882947,added_myself,DSCT_BCEP
232892916,added_myself,INSTRUMENT/JUNK
232944423,added_myself,ECLIPSE
232969940,added_myself,INSTRUMENT/JUNK
232975358,added_myself,INSTRUMENT/JUNK
232983209,added_myself,INSTRUMENT/JUNK
233008974,training_set_em1,GDOR_SPB
233011073,training_set_em1,DSCT_BCEP
233045685,training_set_em1,GDOR_SPB
233049001,training_set_em1,GDOR_SPB
233051318,training_set_em1,GDOR_SPB
233054478,training_set_em1,GDOR_SPB
233055687,added_myself,SOLARLIKE
233058176,training_set_em1,CONTACT_ROT
233061448,training_set_em1,DSCT_BCEP
233063255,added_myself,DSCT_BCEP
233066920,tessv2,RRLYR_CEPH
233070183,added_myself,ECLIPSE
233074614,added_myself,SOLARLIKE
233075690,training_set_em1,DSCT_BCEP
233080291,training_set_em1,GDOR_SPB
233082103,training_set_em1,GDOR_SPB
233082251,training_set_em1,DSCT_BCEP
233083862,training_set_em1,GDOR_SPB
233084447,training_set_em1,DSCT_BCEP
233084585,training_set_em1,GDOR_SPB
233087236,added_myself,CONTACT_ROT
233090383,training_set_em1,GDOR_SPB
233120505,added_myself,INSTRUMENT/JUNK
233122729,added_myself,INSTRUMENT/JUNK
233125189,added_myself,INSTRUMENT/JUNK
233129724,training_set_em1,CONTACT_ROT
233131533,added_myself,CONTACT_ROT
233156947,added_myself,DSCT_BCEP
233157143,added_myself,CONTACT_ROT
233157508,added_myself,SOLARLIKE
233161073,training_set_em1,DSCT_BCEP
233162479,added_myself,ECLIPSE
233170771,added_myself,INSTRUMENT/JUNK
233176127,added_myself,SOLARLIKE
233177688,added_myself,INSTRUMENT/JUNK
233178314,added_myself,SOLARLIKE
233191249,added_myself,INSTRUMENT/JUNK
233191979,added_myself,INSTRUMENT/JUNK
233193823,added_myself,SOLARLIKE
233193994,training_set_em1,DSCT_BCEP
233196373,added_myself,INSTRUMENT/JUNK
233196553,added_myself,INSTRUMENT/JUNK
233200450,added_myself,SOLARLIKE
233204454,training_set_em1,GDOR_SPB
233204575,training_set_em1,GDOR_SPB
233205102,training_set_em1,CONTACT_ROT
233209078,added_myself,INSTRUMENT/JUNK
233212092,training_set_em1,GDOR_SPB
233212109,training_set_em1,GDOR_SPB
233233964,training_set_em1,GDOR_SPB
233234760,added_myself,DSCT_BCEP
233238230,training_set_em1,DSCT_BCEP
233277971,added_myself,INSTRUMENT/JUNK
233295428,added_myself,SOLARLIKE
233312259,added_myself,INSTRUMENT/JUNK
233345474,added_myself,DSCT_BCEP
233392743,added_myself,INSTRUMENT/JUNK
233412021,added_myself,CONTACT_ROT
233414961,added_myself,DSCT_BCEP
233495299,added_myself,SOLARLIKE
233498123,training_set_em1,GDOR_SPB
233498747,training_set_em1,GDOR_SPB
233498959,training_set_em1,GDOR_SPB
233499307,training_set_em1,GDOR_SPB
233501878,training_set_em1,CONTACT_ROT
233502864,added_myself,CONTACT_ROT
233504273,added_myself,INSTRUMENT/JUNK
233505155,tessv2,RRLYR_CEPH
233508876,training_set_em1,DSCT_BCEP
233525807,training_set_em1,DSCT_BCEP
233526962,added_myself,CONTACT_ROT
233528177,training_set_em1,GDOR_SPB
233529466,added_myself,CONTACT_ROT
233530955,added_myself,CONTACT_ROT
233531285,training_set_em1,DSCT_BCEP
233534614,training_set_em1,DSCT_BCEP
233538482,training_set_em1,GDOR_SPB
233539511,added_myself,INSTRUMENT/JUNK
233539823,training_set_em1,GDOR_SPB
233541312,training_set_em1,DSCT_BCEP
233544319,training_set_em1,CONTACT_ROT
233545407,training_set_em1,GDOR_SPB
233569462,training_set_em1,DSCT_BCEP
233571327,training_set_em1,GDOR_SPB
233571627,training_set_em1,GDOR_SPB
233572677,added_myself,SOLARLIKE
233574518,added_myself,SOLARLIKE
233576902,training_set_em1,CONTACT_ROT
233580395,added_myself,DSCT_BCEP
233580397,training_set_em1,DSCT_BCEP
233580734,training_set_em1,DSCT_BCEP
233604362,training_set_em1,DSCT_BCEP
233606339,training_set_em1,GDOR_SPB
233608844,training_set_em1,DSCT_BCEP
233609067,training_set_em1,CONTACT_ROT
233609743,training_set_em1,GDOR_SPB
233611254,training_set_em1,CONTACT_ROT
233617727,added_myself,DSCT_BCEP
233621577,training_set_em1,DSCT_BCEP
233621743,added_myself,CONTACT_ROT
233624810,training_set_em1,GDOR_SPB
233627515,training_set_em1,DSCT_BCEP
233628385,training_set_em1,DSCT_BCEP
233633066,training_set_em1,DSCT_BCEP
233684019,added_myself,ECLIPSE
233684884,training_set_em1,DSCT_BCEP
233684916,added_myself,INSTRUMENT/JUNK
233690937,added_myself,INSTRUMENT/JUNK
233712251,training_set_em1,DSCT_BCEP
233715749,added_myself,INSTRUMENT/JUNK
233717567,training_set_em1,CONTACT_ROT
233718744,added_myself,INSTRUMENT/JUNK
233721173,training_set_em1,GDOR_SPB
233724023,training_set_em1,GDOR_SPB
233724181,training_set_em1,DSCT_BCEP
233725692,training_set_em1,DSCT_BCEP
233728302,training_set_em1,GDOR_SPB
233728330,training_set_em1,GDOR_SPB
233731070,training_set_em1,CONTACT_ROT
233733640,training_set_em1,CONTACT_ROT
233736299,added_myself,SOLARLIKE
233736627,added_myself,SOLARLIKE
233740810,training_set_em1,DSCT_BCEP
233741509,training_set_em1,DSCT_BCEP
233742729,training_set_em1,CONTACT_ROT
233744744,added_myself,INSTRUMENT/JUNK
233746432,added_myself,DSCT_BCEP
233751947,added_myself,INSTRUMENT/JUNK
233752138,added_myself,INSTRUMENT/JUNK
233757088,added_myself,DSCT_BCEP
233795184,added_myself,INSTRUMENT/JUNK
233797473,added_myself,CONTACT_ROT
233846833,added_myself,DSCT_BCEP
233854044,added_myself,CONTACT_ROT
233865114,added_myself,INSTRUMENT/JUNK
233946251,added_myself,CONTACT_ROT
235673889,training_set_em1,GDOR_SPB
235676989,training_set_em1,GDOR_SPB
235679672,training_set_em1,DSCT_BCEP
235680293,training_set_em1,GDOR_SPB
235682463,training_set_em1,GDOR_SPB
235686832,training_set_em1,GDOR_SPB
235686959,training_set_em1,DSCT_BCEP
235711691,training_set_em1,DSCT_BCEP
235717428,added_myself,INSTRUMENT/JUNK
235718046,tessv2,RRLYR_CEPH
235902789,training_set_em1,GDOR_SPB
235928069,tessv2,RRLYR_CEPH
235938879,training_set_em1,DSCT_BCEP
235939249,training_set_em1,GDOR_SPB
235942834,training_set_em1,GDOR_SPB
236043547,added_myself,INSTRUMENT/JUNK
236053519,added_myself,DSCT_BCEP
236064033,added_myself,CONTACT_ROT
236093949,added_myself,SOLARLIKE
236120466,added_myself,ECLIPSE
236130123,added_myself,INSTRUMENT/JUNK
236202640,added_myself,ECLIPSE
236205483,added_myself,INSTRUMENT/JUNK
236206372,added_myself,INSTRUMENT/JUNK
236217034,added_myself,DSCT_BCEP
236223019,added_myself,DSCT_BCEP
236266824,added_myself,ECLIPSE
236427343,added_myself,CONTACT_ROT
236438635,tessv2,RRLYR_CEPH
236442722,added_myself,INSTRUMENT/JUNK
236443743,added_myself,ECLIPSE
236445128,added_myself,ECLIPSE
236489259,added_myself,DSCT_BCEP
236489526,added_myself,INSTRUMENT/JUNK
236519149,added_myself,INSTRUMENT/JUNK
236547875,added_myself,ECLIPSE
236552706,added_myself,CONTACT_ROT
236556200,added_myself,DSCT_BCEP
236561005,added_myself,SOLARLIKE
236603545,added_myself,DSCT_BCEP
236628908,added_myself,CONTACT_ROT
236636800,added_myself,CONTACT_ROT
236648147,added_myself,INSTRUMENT/JUNK
236649434,added_myself,INSTRUMENT/JUNK
236660972,added_myself,INSTRUMENT/JUNK
236673287,added_myself,ECLIPSE
236677236,added_myself,INSTRUMENT/JUNK
236678133,added_myself,INSTRUMENT/JUNK
236716467,training_set_em1,DSCT_BCEP
236757688,added_myself,ECLIPSE
236759093,training_set_em1,GDOR_SPB
236761089,training_set_em1,DSCT_BCEP
236761352,training_set_em1,GDOR_SPB
236764598,training_set_em1,GDOR_SPB
236766358,training_set_em1,GDOR_SPB
236767675,added_myself,CONTACT_ROT
236769802,training_set_em1,DSCT_BCEP
236769827,training_set_em1,DSCT_BCEP
236771221,training_set_em1,DSCT_BCEP
236771416,training_set_em1,GDOR_SPB
236772110,training_set_em1,CONTACT_ROT
236772709,training_set_em1,DSCT_BCEP
236776311,added_myself,SOLARLIKE
236776371,training_set_em1,GDOR_SPB
236779349,training_set_em1,GDOR_SPB
236781290,training_set_em1,DSCT_BCEP
236782228,training_set_em1,GDOR_SPB
236784932,added_myself,CONTACT_ROT
236785122,training_set_em1,DSCT_BCEP
236785265,added_myself,SOLARLIKE
236785647,training_set_em1,DSCT_BCEP
236787933,added_myself,SOLARLIKE
236789408,training_set_em1,GDOR_SPB
236790321,added_myself,SOLARLIKE
236790955,training_set_em1,GDOR_SPB
236814663,training_set_em1,DSCT_BCEP
236815701,training_set_em1,GDOR_SPB
236816373,training_set_em1,DSCT_BCEP
236816404,training_set_em1,GDOR_SPB
236876369,training_set_em1,CONTACT_ROT
236876436,training_set_em1,GDOR_SPB
236878126,training_set_em1,DSCT_BCEP
236885887,training_set_em1,DSCT_BCEP
236901679,training_set_em1,CONTACT_ROT
236928239,added_myself,INSTRUMENT/JUNK
236932242,training_set_em1,DSCT_BCEP
236968730,training_set_em1,GDOR_SPB
236983348,training_set_em1,DSCT_BCEP
236988871,added_myself,INSTRUMENT/JUNK
236998770,training_set_em1,DSCT_BCEP
237010834,added_myself,INSTRUMENT/JUNK
237014662,added_myself,INSTRUMENT/JUNK
237015149,added_myself,SOLARLIKE
237048371,training_set_em1,DSCT_BCEP
237097549,training_set_em1,CONTACT_ROT
237102641,added_myself,INSTRUMENT/JUNK
237104803,training_set_em1,DSCT_BCEP
237106692,training_set_em1,GDOR_SPB
237108130,tessv2,RRLYR_CEPH
237117314,training_set_em1,GDOR_SPB
237122563,training_set_em1,GDOR_SPB
237197236,training_set_em1,DSCT_BCEP
237199786,training_set_em1,DSCT_BCEP
237200771,added_myself,INSTRUMENT/JUNK
237200797,training_set_em1,GDOR_SPB
237203271,training_set_em1,DSCT_BCEP
237210096,training_set_em1,DSCT_BCEP
237212001,training_set_em1,GDOR_SPB
237214007,added_myself,INSTRUMENT/JUNK
237214784,training_set_em1,DSCT_BCEP
237216990,training_set_em1,GDOR_SPB
237217852,training_set_em1,DSCT_BCEP
237219693,added_myself,SOLARLIKE
237221276,training_set_em1,DSCT_BCEP
237229894,training_set_em1,GDOR_SPB
237231199,training_set_em1,GDOR_SPB
237232473,training_set_em1,DSCT_BCEP
237239060,training_set_em1,GDOR_SPB
237254687,training_set_em1,DSCT_BCEP
237255002,added_myself,CONTACT_ROT
237255952,training_set_em1,DSCT_BCEP
237277075,training_set_em1,DSCT_BCEP
237278530,training_set_em1,GDOR_SPB
237281589,training_set_em1,GDOR_SPB
237284870,added_myself,INSTRUMENT/JUNK
237288869,training_set_em1,DSCT_BCEP
237289012,training_set_em1,DSCT_BCEP
237294956,training_set_em1,GDOR_SPB
237298220,training_set_em1,CONTACT_ROT
237299150,training_set_em1,DSCT_BCEP
237300768,training_set_em1,DSCT_BCEP
237300941,training_set_em1,GDOR_SPB
237303531,training_set_em1,GDOR_SPB
237305642,training_set_em1,DSCT_BCEP
237306683,training_set_em1,GDOR_SPB
239225819,tessv1,APERIODIC
239226020,tessv1,GDOR_SPB
239226034,tessv1,ECLIPSE
239226375,tessv1,APERIODIC
239227312,tessv1,APERIODIC
239227408,tessv1,DSCT_BCEP
239227581,tessv1,CONTACT_ROT
239228192,tessv1,ECLIPSE
239229303,tessv1,SOLARLIKE
239229378,tessv1,APERIODIC
239230447,added_myself,ECLIPSE
239230499,added_myself,SOLARLIKE
239233016,tessv1,ECLIPSE
239233211,tessv1,DSCT_BCEP
239233534,tessv1,CONTACT_ROT
239233688,tessv1,GDOR_SPB
239233755,tessv1,DSCT_BCEP
239233802,tessv1,DSCT_BCEP
239233859,tessv1,APERIODIC
239234478,tessv1,DSCT_BCEP
239236626,tessv1,CONTACT_ROT
239236894,tessv1,GDOR_SPB
239237306,added_myself,SOLARLIKE
239239786,added_myself,SOLARLIKE
239239884,tessv1,ECLIPSE
239272301,tessv1,APERIODIC
239272743,tessv1,DSCT_BCEP
239274268,tessv1,ECLIPSE
239275395,tessv1,CONTACT_ROT
239275819,tessv1,ECLIPSE
239276223,tessv1,CONTACT_ROT
239277352,tessv1,ECLIPSE
239277532,tessv1,DSCT_BCEP
239277755,added_myself,INSTRUMENT/JUNK
239277816,tessv1,APERIODIC
239277960,tessv1,DSCT_BCEP
239278166,tessv1,DSCT_BCEP
239278684,tessv1,DSCT_BCEP
239279608,added_myself,SOLARLIKE
239280056,added_myself,DSCT_BCEP
239282191,added_myself,DSCT_BCEP
239283393,added_myself,DSCT_BCEP
239283810,added_myself,SOLARLIKE
239286380,tessv1,APERIODIC
239287032,tessv1,DSCT_BCEP
239287705,tessv1,APERIODIC
239288288,tessv1,APERIODIC
239288328,tessv1,CONTACT_ROT
239288474,tessv1,CONTACT_ROT
239288756,tessv1,CONTACT_ROT
239288923,tessv1,DSCT_BCEP
239289816,tessv1,CONTACT_ROT
239290086,tessv1,CONTACT_ROT
239290461,tessv1,CONTACT_ROT
239290991,tessv1,APERIODIC
239291010,added_myself,SOLARLIKE
239291209,added_myself,SOLARLIKE
239291295,tessv1,GDOR_SPB
239291500,tessv1,ECLIPSE
239295074,added_myself,INSTRUMENT/JUNK
239296164,added_myself,INSTRUMENT/JUNK
239305323,tessv1,CONTACT_ROT
239305445,tessv1,DSCT_BCEP
239306767,tessv1,DSCT_BCEP
239307298,tessv1,GDOR_SPB
239307539,tessv1,APERIODIC
239307602,tessv1,DSCT_BCEP
239307614,tessv1,DSCT_BCEP
239307713,tessv1,APERIODIC
239309691,tessv1,CONTACT_ROT
239310449,tessv1,APERIODIC
239310624,tessv1,APERIODIC
239311183,tessv1,CONTACT_ROT
239312347,added_myself,INSTRUMENT/JUNK
239366970,added_myself,CONTACT_ROT
239385506,added_myself,CONTACT_ROT
239568073,added_myself,CONTACT_ROT
239575384,added_myself,INSTRUMENT/JUNK
239590074,added_myself,INSTRUMENT/JUNK
239591513,added_myself,INSTRUMENT/JUNK
239615723,added_myself,SOLARLIKE
240176847,tessv1,DSCT_BCEP
240177099,tessv1,DSCT_BCEP
240177878,added_myself,INSTRUMENT/JUNK
240178198,tessv1,CONTACT_ROT
240178495,tessv1,DSCT_BCEP
240179090,tessv1,DSCT_BCEP
240179691,tessv1,CONTACT_ROT
240179736,tessv1,APERIODIC
240179768,tessv1,APERIODIC
240182032,added_myself,SOLARLIKE
240182708,added_myself,DSCT_BCEP
240183233,tessv1,APERIODIC
240183887,tessv1,APERIODIC
240183958,tessv1,SOLARLIKE
240183994,tessv1,CONTACT_ROT
240184260,tessv1,GDOR_SPB
240184321,tessv1,APERIODIC
240184394,tessv1,SOLARLIKE
240184492,tessv1,CONTACT_ROT
240184547,tessv1,DSCT_BCEP
240184878,tessv1,CONTACT_ROT
240184963,added_myself,INSTRUMENT/JUNK
240185600,tessv1,APERIODIC
240185634,tessv1,CONTACT_ROT
240185822,tessv1,ECLIPSE
240185943,tessv1,APERIODIC
240186416,added_myself,ECLIPSE
240191288,added_myself,SOLARLIKE
240192789,tessv1,APERIODIC
240193109,tessv1,GDOR_SPB
240193176,tessv1,ECLIPSE
240193262,tessv1,ECLIPSE
240193725,tessv1,APERIODIC
240193855,tessv1,DSCT_BCEP
240194793,tessv1,APERIODIC
240194854,tessv1,SOLARLIKE
240195381,tessv1,CONTACT_ROT
240195787,tessv1,SOLARLIKE
240196304,tessv1,DSCT_BCEP
240196962,tessv1,CONTACT_ROT
240218987,tessv1,APERIODIC
240219163,tessv1,DSCT_BCEP
240219976,tessv1,DSCT_BCEP
240229670,added_myself,CONTACT_ROT
240230343,added_myself,DSCT_BCEP
240235340,added_myself,DSCT_BCEP
240237279,added_myself,ECLIPSE
240252777,added_myself,INSTRUMENT/JUNK
240265978,added_myself,CONTACT_ROT
240270857,added_myself,ECLIPSE
240278879,added_myself,ECLIPSE
240281466,added_myself,CONTACT_ROT
240336460,added_myself,DSCT_BCEP
240336866,added_myself,INSTRUMENT/JUNK
240338071,added_myself,DSCT_BCEP
240347411,added_myself,CONTACT_ROT
240347860,added_myself,CONTACT_ROT
240350927,added_myself,SOLARLIKE
240358956,added_myself,INSTRUMENT/JUNK
240360143,added_myself,CONTACT_ROT
240409173,added_myself,ECLIPSE
240428481,added_myself,ECLIPSE
240433579,added_myself,DSCT_BCEP
240434247,added_myself,INSTRUMENT/JUNK
240438754,added_myself,DSCT_BCEP
240488147,added_myself,CONTACT_ROT
240512207,added_myself,ECLIPSE
240523074,added_myself,DSCT_BCEP
240535424,added_myself,CONTACT_ROT
240545309,added_myself,ECLIPSE
240567090,added_myself,ECLIPSE
240609227,tessv2,RRLYR_CEPH
243260011,added_myself,SOLARLIKE
243260171,added_myself,SOLARLIKE
243270667,added_myself,SOLARLIKE
243270936,tessv1,ECLIPSE
243271025,added_myself,INSTRUMENT/JUNK
243271231,tessv1,SOLARLIKE
243271775,tessv1,GDOR_SPB
243272033,added_myself,INSTRUMENT/JUNK
243276000,added_myself,INSTRUMENT/JUNK
243277123,training_set_em1,DSCT_BCEP
243278591,training_set_em1,GDOR_SPB
243279065,training_set_em1,GDOR_SPB
243279213,training_set_em1,DSCT_BCEP
243279280,training_set_em1,GDOR_SPB
243280181,added_myself,INSTRUMENT/JUNK
243280731,training_set_em1,DSCT_BCEP
243283968,added_myself,ECLIPSE
243285589,training_set_em1,DSCT_BCEP
243299584,added_myself,INSTRUMENT/JUNK
243300227,training_set_em1,GDOR_SPB
243301088,training_set_em1,DSCT_BCEP
243301930,added_myself,CONTACT_ROT
243303906,training_set_em1,GDOR_SPB
243313398,training_set_em1,GDOR_SPB
243313635,added_myself,INSTRUMENT/JUNK
243313776,training_set_em1,DSCT_BCEP
243315273,training_set_em1,DSCT_BCEP
243315819,training_set_em1,DSCT_BCEP
243318164,added_myself,INSTRUMENT/JUNK
243318316,training_set_em1,DSCT_BCEP
243320059,training_set_em1,DSCT_BCEP
243334244,added_myself,ECLIPSE
243334590,added_myself,ECLIPSE
243337751,training_set_em1,DSCT_BCEP
243348867,training_set_em1,GDOR_SPB
243367145,training_set_em1,CONTACT_ROT
243367992,training_set_em1,GDOR_SPB
243368138,training_set_em1,DSCT_BCEP
243368245,added_myself,INSTRUMENT/JUNK
243442789,added_myself,SOLARLIKE
243443339,added_myself,DSCT_BCEP
243456479,added_myself,INSTRUMENT/JUNK
243538287,added_myself,INSTRUMENT/JUNK
243591937,tessv2,RRLYR_CEPH
247176820,added_myself,SOLARLIKE
247200143,added_myself,DSCT_BCEP
247236198,added_myself,ECLIPSE
247242160,added_myself,INSTRUMENT/JUNK
247244563,added_myself,CONTACT_ROT
247251476,added_myself,SOLARLIKE
247255609,added_myself,INSTRUMENT/JUNK
247295195,added_myself,CONTACT_ROT
247327772,added_myself,SOLARLIKE
247362690,added_myself,SOLARLIKE
247988439,added_myself,INSTRUMENT/JUNK
247992502,added_myself,SOLARLIKE
247992564,added_myself,INSTRUMENT/JUNK
247996301,added_myself,INSTRUMENT/JUNK
247996843,added_myself,INSTRUMENT/JUNK
248042075,added_myself,INSTRUMENT/JUNK
248067259,added_myself,INSTRUMENT/JUNK
248068544,added_myself,CONTACT_ROT
255865351,training_set_em1,GDOR_SPB
255868900,added_myself,ECLIPSE
255869565,training_set_em1,GDOR_SPB
255993674,added_myself,SOLARLIKE
255996254,training_set_em1,DSCT_BCEP
256068747,added_myself,INSTRUMENT/JUNK
256286159,added_myself,DSCT_BCEP
256288816,added_myself,CONTACT_ROT
256298969,training_set_em1,GDOR_SPB
256322621,training_set_em1,DSCT_BCEP
256323002,training_set_em1,GDOR_SPB
256323305,training_set_em1,DSCT_BCEP
256324266,training_set_em1,GDOR_SPB
256325451,training_set_em1,GDOR_SPB
256369618,added_myself,SOLARLIKE
256378155,added_myself,SOLARLIKE
256381755,training_set_em1,DSCT_BCEP
256384025,training_set_em1,GDOR_SPB
256386484,training_set_em1,DSCT_BCEP
256453779,training_set_em1,DSCT_BCEP
256454404,training_set_em1,GDOR_SPB
256460047,training_set_em1,GDOR_SPB
256460199,training_set_em1,DSCT_BCEP
256460496,added_myself,SOLARLIKE
256508939,training_set_em1,DSCT_BCEP
256511647,training_set_em1,GDOR_SPB
256513612,added_myself,CONTACT_ROT
256514668,training_set_em1,DSCT_BCEP
256555422,training_set_em1,DSCT_BCEP
256556268,training_set_em1,DSCT_BCEP
256559468,training_set_em1,DSCT_BCEP
256560570,training_set_em1,DSCT_BCEP
256617990,added_myself,SOLARLIKE
256660246,training_set_em1,GDOR_SPB
256664112,training_set_em1,DSCT_BCEP
256664118,training_set_em1,DSCT_BCEP
256665874,training_set_em1,DSCT_BCEP
256742923,training_set_em1,CONTACT_ROT
256745430,training_set_em1,DSCT_BCEP
256749121,training_set_em1,GDOR_SPB
256751101,training_set_em1,CONTACT_ROT
256799473,added_myself,CONTACT_ROT
256801792,training_set_em1,CONTACT_ROT
256863254,training_set_em1,GDOR_SPB
256868528,added_myself,SOLARLIKE
256868813,added_myself,CONTACT_ROT
256872744,added_myself,DSCT_BCEP
256893258,added_myself,ECLIPSE
256925842,training_set_em1,GDOR_SPB
256927396,training_set_em1,DSCT_BCEP
256928120,training_set_em1,DSCT_BCEP
256971973,added_myself,INSTRUMENT/JUNK
256976435,training_set_em1,DSCT_BCEP
256980169,added_myself,SOLARLIKE
257023111,added_myself,INSTRUMENT/JUNK
257051669,added_myself,DSCT_BCEP
257177605,added_myself,INSTRUMENT/JUNK
257179165,added_myself,SOLARLIKE
257399076,tessv2,RRLYR_CEPH
257622912,added_myself,INSTRUMENT/JUNK
257823052,tessv2,RRLYR_CEPH
258351053,training_set_em1,CONTACT_ROT
258352684,added_myself,DSCT_BCEP
258352700,training_set_em1,CONTACT_ROT
258353314,training_set_em1,CONTACT_ROT
258354794,training_set_em1,CONTACT_ROT
258388363,training_set_em1,DSCT_BCEP
258460849,training_set_em1,GDOR_SPB
258462768,tessv2,RRLYR_CEPH
258467080,tessv2,RRLYR_CEPH
258512867,training_set_em1,DSCT_BCEP
258514241,training_set_em1,GDOR_SPB
258526967,added_myself,CONTACT_ROT
258528638,added_myself,DSCT_BCEP
258548373,training_set_em1,DSCT_BCEP
258551121,training_set_em1,DSCT_BCEP
258700817,training_set_em1,DSCT_BCEP
258752918,added_myself,DSCT_BCEP
258760132,added_myself,DSCT_BCEP
258762179,added_myself,INSTRUMENT/JUNK
258773721,training_set_em1,DSCT_BCEP
258799679,training_set_em1,DSCT_BCEP
258800263,training_set_em1,DSCT_BCEP
258800454,added_myself,INSTRUMENT/JUNK
258801882,training_set_em1,DSCT_BCEP
258803847,added_myself,CONTACT_ROT
258803900,training_set_em1,DSCT_BCEP
258827801,training_set_em1,DSCT_BCEP
258831809,training_set_em1,GDOR_SPB
258845384,added_myself,INSTRUMENT/JUNK
258845756,added_myself,DSCT_BCEP
258875528,training_set_em1,GDOR_SPB
258954334,training_set_em1,GDOR_SPB
258955620,tessv2,RRLYR_CEPH
258956456,added_myself,SOLARLIKE
259001820,tessv2,RRLYR_CEPH
259004297,training_set_em1,GDOR_SPB
259038180,training_set_em1,DSCT_BCEP
259038228,training_set_em1,DSCT_BCEP
259039727,training_set_em1,GDOR_SPB
259040677,added_myself,SOLARLIKE
259098499,training_set_em1,DSCT_BCEP
259098654,training_set_em1,GDOR_SPB
259099205,training_set_em1,DSCT_BCEP
259101798,training_set_em1,DSCT_BCEP
259126453,added_myself,ECLIPSE
259127364,training_set_em1,CONTACT_ROT
259128582,training_set_em1,CONTACT_ROT
259130275,training_set_em1,DSCT_BCEP
259132389,training_set_em1,DSCT_BCEP
259168024,training_set_em1,GDOR_SPB
