label,path
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000258351053_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000258351053_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000258351053_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000258351053_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0020-0000000258351053_tess_v01_llc\hlsp_qlp_tess_ffi_s0020-0000000258351053_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000258351053_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000258351053_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000258351053_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000258351053_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000258351053_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000258351053_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000258351053_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000258351053_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000258351053_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000258351053_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0026-0000000258351053_tess_v01_llc\hlsp_qlp_tess_ffi_s0026-0000000258351053_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0014-0000000258352684_tess_v01_llc\hlsp_qlp_tess_ffi_s0014-0000000258352684_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0015-0000000258352684_tess_v01_llc\hlsp_qlp_tess_ffi_s0015-0000000258352684_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000258352684_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000258352684_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0017-0000000258352684_tess_v01_llc\hlsp_qlp_tess_ffi_s0017-0000000258352684_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000258352684_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000258352684_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000258352684_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000258352684_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0020-0000000258352684_tess_v01_llc\hlsp_qlp_tess_ffi_s0020-0000000258352684_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000258352684_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000258352684_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000258352684_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000258352684_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000258352684_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000258352684_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000258352684_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000258352684_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0026-0000000258352684_tess_v01_llc\hlsp_qlp_tess_ffi_s0026-0000000258352684_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0014-0000000258352700_tess_v01_llc\hlsp_qlp_tess_ffi_s0014-0000000258352700_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0015-0000000258352700_tess_v01_llc\hlsp_qlp_tess_ffi_s0015-0000000258352700_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000258352700_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000258352700_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0017-0000000258352700_tess_v01_llc\hlsp_qlp_tess_ffi_s0017-0000000258352700_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000258352700_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000258352700_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000258352700_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000258352700_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0020-0000000258352700_tess_v01_llc\hlsp_qlp_tess_ffi_s0020-0000000258352700_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000258352700_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000258352700_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000258352700_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000258352700_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000258352700_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000258352700_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000258352700_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000258352700_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0026-0000000258352700_tess_v01_llc\hlsp_qlp_tess_ffi_s0026-0000000258352700_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0014-0000000258353314_tess_v01_llc\hlsp_qlp_tess_ffi_s0014-0000000258353314_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0015-0000000258353314_tess_v01_llc\hlsp_qlp_tess_ffi_s0015-0000000258353314_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000258353314_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000258353314_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0017-0000000258353314_tess_v01_llc\hlsp_qlp_tess_ffi_s0017-0000000258353314_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000258353314_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000258353314_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000258353314_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000258353314_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000258353314_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000258353314_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000258353314_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000258353314_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000258353314_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000258353314_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000258353314_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000258353314_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0026-0000000258353314_tess_v01_llc\hlsp_qlp_tess_ffi_s0026-0000000258353314_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0014-0000000258354794_tess_v01_llc\hlsp_qlp_tess_ffi_s0014-0000000258354794_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0015-0000000258354794_tess_v01_llc\hlsp_qlp_tess_ffi_s0015-0000000258354794_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000258354794_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000258354794_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0017-0000000258354794_tess_v01_llc\hlsp_qlp_tess_ffi_s0017-0000000258354794_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000258354794_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000258354794_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000258354794_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000258354794_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000258354794_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000258354794_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000258354794_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000258354794_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000258354794_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000258354794_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000258354794_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000258354794_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0026-0000000258354794_tess_v01_llc\hlsp_qlp_tess_ffi_s0026-0000000258354794_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0014-0000000258388363_tess_v01_llc\hlsp_qlp_tess_ffi_s0014-0000000258388363_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0015-0000000258388363_tess_v01_llc\hlsp_qlp_tess_ffi_s0015-0000000258388363_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000258388363_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000258388363_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0017-0000000258388363_tess_v01_llc\hlsp_qlp_tess_ffi_s0017-0000000258388363_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000258388363_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000258388363_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000258388363_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000258388363_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0020-0000000258388363_tess_v01_llc\hlsp_qlp_tess_ffi_s0020-0000000258388363_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000258388363_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000258388363_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000258388363_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000258388363_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000258388363_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000258388363_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000258388363_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000258388363_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000258388363_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000258388363_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0026-0000000258388363_tess_v01_llc\hlsp_qlp_tess_ffi_s0026-0000000258388363_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0014-0000000258460849_tess_v01_llc\hlsp_qlp_tess_ffi_s0014-0000000258460849_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0015-0000000258460849_tess_v01_llc\hlsp_qlp_tess_ffi_s0015-0000000258460849_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000258460849_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000258460849_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0017-0000000258460849_tess_v01_llc\hlsp_qlp_tess_ffi_s0017-0000000258460849_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000258460849_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000258460849_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000258460849_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000258460849_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0020-0000000258460849_tess_v01_llc\hlsp_qlp_tess_ffi_s0020-0000000258460849_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000258460849_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000258460849_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000258460849_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000258460849_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000258460849_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000258460849_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000258460849_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000258460849_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000258460849_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000258460849_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0026-0000000258460849_tess_v01_llc\hlsp_qlp_tess_ffi_s0026-0000000258460849_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0014-0000000258462768_tess_v01_llc\hlsp_qlp_tess_ffi_s0014-0000000258462768_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0015-0000000258462768_tess_v01_llc\hlsp_qlp_tess_ffi_s0015-0000000258462768_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000258462768_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000258462768_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0017-0000000258462768_tess_v01_llc\hlsp_qlp_tess_ffi_s0017-0000000258462768_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000258462768_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000258462768_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000258462768_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000258462768_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0020-0000000258462768_tess_v01_llc\hlsp_qlp_tess_ffi_s0020-0000000258462768_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0021-0000000258462768_tess_v01_llc\hlsp_qlp_tess_ffi_s0021-0000000258462768_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000258462768_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000258462768_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0023-0000000258462768_tess_v01_llc\hlsp_qlp_tess_ffi_s0023-0000000258462768_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000258462768_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000258462768_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000258462768_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000258462768_tess_v01_llc.fits
RRLYR_CEPH,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0014-0000000258467080_tess_v01_llc\hlsp_qlp_tess_ffi_s0014-0000000258467080_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0015-0000000258512867_tess_v01_llc\hlsp_qlp_tess_ffi_s0015-0000000258512867_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000258512867_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000258512867_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0017-0000000258512867_tess_v01_llc\hlsp_qlp_tess_ffi_s0017-0000000258512867_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000258512867_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000258512867_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000258512867_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000258512867_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000258512867_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000258512867_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000258512867_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000258512867_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000258512867_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000258512867_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0015-0000000258514241_tess_v01_llc\hlsp_qlp_tess_ffi_s0015-0000000258514241_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000258514241_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000258514241_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0017-0000000258514241_tess_v01_llc\hlsp_qlp_tess_ffi_s0017-0000000258514241_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000258514241_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000258514241_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0019-0000000258514241_tess_v01_llc\hlsp_qlp_tess_ffi_s0019-0000000258514241_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0022-0000000258514241_tess_v01_llc\hlsp_qlp_tess_ffi_s0022-0000000258514241_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000258514241_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000258514241_tess_v01_llc.fits
GDOR_SPB,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000258514241_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000258514241_tess_v01_llc.fits
CONTACT_ROT,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0015-0000000258526967_tess_v01_llc\hlsp_qlp_tess_ffi_s0015-0000000258526967_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0015-0000000258528638_tess_v01_llc\hlsp_qlp_tess_ffi_s0015-0000000258528638_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0015-0000000258548373_tess_v01_llc\hlsp_qlp_tess_ffi_s0015-0000000258548373_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0016-0000000258548373_tess_v01_llc\hlsp_qlp_tess_ffi_s0016-0000000258548373_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0017-0000000258548373_tess_v01_llc\hlsp_qlp_tess_ffi_s0017-0000000258548373_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0018-0000000258548373_tess_v01_llc\hlsp_qlp_tess_ffi_s0018-0000000258548373_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0024-0000000258548373_tess_v01_llc\hlsp_qlp_tess_ffi_s0024-0000000258548373_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0025-0000000258548373_tess_v01_llc\hlsp_qlp_tess_ffi_s0025-0000000258548373_tess_v01_llc.fits
DSCT_BCEP,lightcurves_raw\tessv4_test\batch_21\mastDownload\HLSP\hlsp_qlp_tess_ffi_s0015-0000000258551121_tess_v01_llc\hlsp_qlp_tess_ffi_s0015-0000000258551121_tess_v01_llc.fits
